Basin,OrigFRI,OrigDRI,ParetoBestFRI,ParetoBestDRI,NumPareto,FRI_improve,DRI_improve
GALANA,0.15983438,0.2801841,0.15983436,0.28018415,2,0.9999938686908828,0.9999962524780489
GALLEGOS,0.14958775,0.28257695,0.14958774,0.28257692,2,0.9999933818548107,0.999996567318494
GAMBIA,0.25750113,0.3807602,0.25750113,0.38076013,2,0.9999961165369778,0.9999975575237946
GANGES,0.18845835,0.37836576,0.18845785,0.37836558,1,0.9999973469009281,0.9999978327895662
GARONNE (also RIO GARONA),0.18227778,0.28074694,0.18227775,0.28074694,3,0.9999946784800752,0.9999964380860641
GASCOYNE,0.16836411,0.26923844,0.1683641,0.26923832,1,0.9999941199215278,0.9999967315323782
GEBA (also KAYANGA),0.20761418,0.276265,0.20761411,0.2762649,1,0.9999955205572466,0.9999967422689519
GEORGE,0.19069089,0.3408752,0.19069095,0.34087518,1,0.9999944412965519,0.9999971250557901
GILBERT,0.1853487,0.3280605,0.18534867,0.32806033,1,0.9999947666483572,0.9999974699852616
GLOMAA,0.185308,0.2847376,0.18530795,0.2847376,1,0.999994873426243,0.9999964880068949
GODAVARI,0.31829774,0.6503982,0.31829777,0.65039825,2,0.9999967640465592,0.9999983856069945
GONO,0.13343093,0.24194871,0.13343091,0.24194872,2,0.9999926554300241,0.9999958255789674
GOTA,0.1548433,0.26486057,0.15484324,0.26486057,1,0.9999939293834889,0.9999962244428289
GOURITZ,0.15443264,0.30666792,0.1544327,0.3066679,2,0.9999931362131452,0.9999968043710986
GRANDE DE MATAGALPA,0.17913848,0.27383745,0.17913842,0.27383742,2,0.9999947526903905,0.9999964577651302
GREAT FISH (also GROOT-VIS),0.15766685,0.36413673,0.15766682,0.36413637,2,0.99999384782513,0.9999982424215347
GREAT KEI (also GROOT-KEI),0.16877683,0.24217197,0.16877684,0.24217199,2,0.9999940158020744,0.9999957881347543
GREAT SALT LAKE,0.2694724,0.44746536,0.2694725,0.44746536,1,0.9999959179659597,0.9999977651951312
GREAT SCARCIES (also KOLENTE),0.13942933,0.25875705,0.13942935,0.25875705,2,0.9999926845195467,0.999996135385933
GUADALQUIVIR,0.17054576,0.28990167,0.17054571,0.28990152,1,0.999994429678532,0.9999970679799541
GUADIANA,0.1774245,0.3161731,0.17742443,0.31617302,1,0.9999947583613015,0.9999970902100052
GUAYAS,0.17915782,0.27614704,0.17915778,0.276147,1,0.999994641624597,0.9999965236032854
GUIR,0.19456986,0.29365405,0.1945699,0.29365402,2,0.9999946549047161,0.9999966968042978
GURUPI,0.22086939,0.27737778,0.22086939,0.27737784,3,0.9999954724578518,0.9999961785116704
HAI HE,0.1811828,0.29217762,0.18118282,0.29217756,1,0.9999943703582362,0.9999967827892644
HAMUN-I-LORA,0.1782319,0.28711557,0.17823184,0.28711554,1,0.9999947259999896,0.9999966215809093
HAMUN-I-MASHKEL,0.16198894,0.27631468,0.1619889,0.2763146,2,0.9999940737045951,0.9999966704739073
HAMUN,0.20330235,0.29263932,0.2033023,0.29263926,2,0.9999953271786538,0.9999967878650736
HAN-GANG,0.16634822,0.29480737,0.16634822,0.29480734,3,0.9999939885501116,0.9999967097267332
HANJIANG XIXI,0.16899848,0.39661452,0.16899851,0.39661074,2,0.9999939053077729,1.0000070093739535
HAR US NUUR,0.22481555,0.35464182,0.22481549,0.3546419,1,0.9999958188120454,0.9999969546831475
HARI,0.17333883,0.28701663,0.17333883,0.28701657,1,0.9999942309854579,0.9999967249391736
